"Dependentes","Estado.Civil","Idade","Conta.Poupanca","Conta.Salario","Cheque.Sem.Fundo","Conta.Conjunta","Valor.Emprestimo","Multa","Juros","Valor.Emprestimo.Atualizado","PAGO","ID"
1,2,1,2,1,2,1,3,2,3,3,1,1434238
1,2,3,2,1,2,1,2,3,3,3,1,1332160
2,2,2,2,1,1,1,2,1,1,1,1,1499242
1,2,3,2,1,2,1,2,3,1,2,1,1435723
1,8,1,1,1,2,1,3,1,2,2,1,1376272
1,8,3,1,1,2,1,2,2,1,2,1,1495606
1,2,1,2,1,2,1,2,2,1,1,1,1402468
1,2,3,2,1,1,1,3,3,3,3,1,46991626
2,2,1,2,1,1,1,3,2,2,2,1,1420240
2,2,2,2,1,2,1,2,1,1,1,1,1495804
2,2,2,2,1,2,2,2,1,1,1,1,1497670
1,3,3,1,1,1,1,3,2,3,3,1,1308799
1,8,2,1,1,2,1,2,3,2,2,1,16805588068
1,2,1,2,1,2,1,2,2,1,1,1,1435447
1,2,1,2,2,2,1,3,3,3,3,1,46999711
1,8,3,1,1,1,1,2,1,2,2,1,1360984
1,2,2,2,1,1,1,2,2,2,1,1,16806447274
1,4,2,2,1,1,1,2,3,3,2,1,21621545680
1,2,2,2,1,1,1,3,2,3,3,1,1468720
1,2,2,2,1,2,1,2,2,1,1,1,1366645
2,4,3,2,1,1,1,2,2,1,1,1,1406158
2,2,1,2,1,1,1,2,1,1,2,1,1471798
2,2,2,2,1,1,1,2,2,2,2,1,1401928
2,2,3,2,1,2,1,3,3,3,2,1,46963945
2,2,2,2,1,2,1,2,1,1,2,1,1480291
2,2,1,2,1,2,1,2,1,1,2,1,1476613
2,2,1,2,1,2,1,2,1,1,1,1,1478728
1,3,2,1,1,1,1,2,3,3,3,1,1318252
1,4,2,2,1,1,1,2,1,2,2,1,1314085
2,2,1,2,1,1,1,2,1,1,1,1,1473436
2,2,2,2,1,1,2,2,2,1,1,1,1369162
2,8,2,2,1,2,1,2,3,2,2,1,1445260
1,2,1,2,1,2,1,3,3,3,3,1,1418128
2,2,1,2,1,2,1,2,1,1,1,1,1501330
1,8,2,1,1,1,1,2,1,1,1,1,16876438474
1,8,3,1,1,1,1,3,3,3,3,1,46953478
1,4,2,2,1,1,1,2,1,2,2,1,1356895
1,2,3,1,1,1,1,2,2,2,1,1,1328584
2,2,2,2,1,1,1,2,3,2,2,1,1371958
2,2,3,2,1,2,1,2,1,1,1,1,1483366
2,2,1,2,1,1,1,2,1,2,2,1,1421530
1,4,2,2,1,1,1,2,1,2,2,1,1309876
2,2,2,2,1,1,1,3,1,2,2,1,1423108
1,2,1,2,1,1,1,2,1,2,2,1,1430707
2,2,3,2,1,1,1,2,2,1,1,1,1351123
1,4,2,2,1,1,1,2,1,2,2,1,1395184
1,8,2,1,1,1,1,2,1,1,1,1,1340821
2,2,2,2,1,2,1,2,2,2,1,1,16883117668
2,2,2,2,1,1,1,3,3,3,3,1,16801659268
1,2,1,2,1,1,1,2,1,2,2,1,1414342
1,4,1,2,1,2,1,2,1,2,2,1,1395400
2,2,2,2,1,1,1,2,1,2,2,1,1348579
1,2,3,2,1,1,1,2,1,2,2,1,1333852
2,2,3,2,1,2,1,2,2,2,1,1,1347766
2,2,1,2,1,2,2,2,1,1,1,1,1419214
2,2,1,2,1,1,1,2,2,2,2,1,1409899
1,4,2,2,1,1,1,2,3,3,3,1,1326706
2,2,3,2,1,2,1,3,1,1,2,1,1473226
2,2,2,2,1,2,1,3,2,3,3,1,1488238
2,2,3,2,1,1,1,3,2,3,3,1,1339480
1,4,2,2,1,1,1,2,3,2,2,1,1372828
1,8,3,1,1,1,1,3,2,3,3,1,1311727
2,2,3,2,1,2,1,2,3,2,2,1,1388731
2,2,1,2,1,2,1,3,2,3,3,1,1472911
2,2,3,2,1,1,2,2,1,1,1,1,1422766
1,8,3,2,1,1,1,2,1,2,2,1,1310104
2,2,1,2,1,2,1,2,1,2,2,1,1498876
2,2,2,2,1,1,1,2,1,2,2,1,1376698
1,4,2,2,1,1,1,2,3,3,3,1,1375603
2,2,2,2,1,1,1,2,2,2,2,1,16844033668
1,4,2,2,1,1,1,3,1,2,2,1,1354240
1,4,1,2,1,1,1,3,3,3,3,1,1376572
1,4,2,1,1,1,1,3,3,3,3,1,46956646
1,4,2,2,1,1,1,2,2,3,2,1,46957054
1,8,1,1,1,1,1,2,1,1,1,1,1345438
1,4,3,2,1,1,1,2,3,3,3,1,1348606
2,2,3,2,1,1,2,2,3,3,3,1,16831088068
2,8,1,1,1,1,1,2,1,2,2,1,1309900
1,4,2,2,2,1,1,3,3,3,3,1,47002558
1,4,3,2,1,1,1,2,2,1,1,1,1412125
2,2,3,2,1,2,1,2,1,2,2,1,1375432
1,2,2,2,1,1,2,2,2,1,1,1,1485721
1,2,1,2,1,2,1,3,3,3,3,1,1475137
1,4,2,2,1,2,1,2,1,1,1,1,1448014
1,4,2,2,1,1,1,2,1,1,1,1,1372135
1,2,3,2,1,2,1,2,1,1,1,1,1489912
2,2,1,2,1,1,1,3,1,2,2,1,1413601
1,2,1,2,1,2,1,2,1,1,1,1,1442560
2,2,1,2,1,1,1,2,1,1,2,1,1468348
1,2,1,2,1,1,2,2,2,1,1,1,1403191
1,4,3,2,1,1,1,2,1,1,1,1,1318060
2,2,2,2,1,1,1,2,1,1,1,1,16844242471
1,2,1,2,1,2,1,3,2,3,3,1,47000152
2,2,3,2,1,2,1,2,1,1,1,1,1400110
1,4,2,2,1,1,1,2,3,2,2,1,1391704
1,4,2,2,1,1,1,3,2,3,3,1,1311217
2,2,3,2,1,2,1,3,1,2,2,1,1487482
1,2,2,2,1,2,1,3,2,3,3,1,47014426
1,3,2,1,1,1,1,2,3,3,3,1,21607592068
1,2,3,2,1,2,1,2,2,1,1,1,1480618
1,8,1,1,1,1,1,2,3,3,3,1,1379281
1,4,2,2,1,1,1,2,1,2,2,1,1365649
1,4,2,2,1,1,1,3,3,3,3,1,46956526
2,2,1,2,1,1,1,3,2,2,2,1,1420156
2,2,2,2,1,2,1,3,2,2,2,1,1501153
1,8,1,1,1,2,1,3,2,2,2,1,1422412
2,2,3,2,1,1,1,2,1,1,1,1,1370140
1,2,2,2,1,1,1,2,2,1,1,1,16828796074
2,2,3,2,1,1,1,2,2,1,1,1,1457806
2,2,2,2,1,2,1,2,1,1,1,1,1493224
1,8,2,1,1,1,1,2,2,1,1,1,1318897
1,2,2,2,1,1,2,2,3,3,3,1,1379881
1,2,2,2,1,2,1,2,3,2,2,1,1401817
2,2,2,2,1,1,1,2,1,1,1,1,1414066
1,4,2,2,1,1,1,2,2,2,2,1,1370398
1,2,2,2,1,2,1,3,2,3,3,1,1451380
2,2,3,2,1,2,1,2,2,2,1,1,1350085
2,4,2,2,1,1,1,2,2,2,1,1,1308127
1,2,1,2,1,2,1,2,1,1,1,1,47016673
1,4,3,2,1,2,1,3,3,3,3,1,46953088
2,2,2,2,1,2,1,2,1,1,1,1,1412791
1,2,2,2,2,1,2,3,3,3,3,1,1368808
2,2,1,2,1,1,1,3,2,1,2,1,1511167
2,2,2,2,1,1,1,2,1,2,2,1,1377163
1,8,1,1,1,2,1,3,1,3,2,1,1329619
2,4,2,2,1,1,2,2,1,1,2,1,1471381
1,2,2,2,2,1,1,2,1,1,1,1,1380616
1,8,2,1,1,2,1,3,1,2,2,1,1358917
2,2,2,2,1,2,1,3,2,3,3,1,1462165
2,4,1,2,1,1,1,2,1,2,2,1,1415839
1,2,3,2,1,2,1,3,2,2,2,1,47018146
2,2,3,2,1,1,1,2,2,2,2,1,1369984
2,2,1,2,1,1,1,2,1,1,1,1,1414228
2,2,1,2,1,2,1,2,1,1,1,1,1484800
2,2,2,2,1,1,1,2,2,2,2,1,1380313
2,2,1,2,1,1,1,3,1,2,2,1,1430749
1,2,3,2,1,1,2,2,2,1,1,1,1370746
1,2,1,2,1,2,1,3,2,3,3,1,1489111
1,4,2,2,1,1,1,2,2,2,2,1,1379752
2,2,2,2,1,1,1,2,1,1,1,1,1484224
1,4,3,2,1,2,1,3,1,2,2,1,1424029
1,4,2,2,1,1,1,2,1,2,2,1,1340638
2,2,3,2,1,1,1,2,1,1,1,1,1345024
2,2,2,2,1,1,1,3,2,2,3,1,1418008
2,2,2,2,1,1,1,2,1,2,2,1,1341196
1,2,1,2,1,2,1,3,2,3,3,1,1388572
2,3,1,2,1,1,1,2,1,1,1,1,1505605
2,2,1,2,1,1,1,2,1,2,1,1,1394503
2,2,1,2,1,1,1,3,2,3,3,1,1392895
1,8,2,2,1,2,1,3,3,3,3,1,16818562468
1,8,1,1,1,1,1,3,1,2,2,1,1420378
1,2,3,2,1,1,1,2,2,1,1,1,1451860
2,2,1,2,1,1,1,2,1,1,1,1,1470856
1,2,2,2,2,1,1,2,2,2,1,1,16864829668
1,4,3,2,1,1,1,3,1,3,2,1,1374670
1,8,1,1,1,1,1,2,1,2,2,1,1377931
1,2,3,2,1,2,1,3,2,2,3,1,1429849
1,2,1,2,1,1,1,2,1,1,1,1,1484752
1,2,3,2,1,2,1,3,1,2,2,1,1465948
1,2,2,2,1,1,1,3,2,3,3,1,1392004
2,2,1,2,1,1,2,2,1,1,2,1,1485088
2,2,3,2,1,1,1,2,2,1,1,1,1381972
2,2,3,2,1,1,1,2,1,1,1,1,16806034471
1,4,2,2,1,1,1,3,2,3,3,1,1345330
1,4,3,2,1,1,1,3,3,3,3,1,47004520
2,1,2,2,1,1,1,2,1,2,2,1,1342513
2,4,2,2,1,1,1,2,2,1,1,1,16831047268
1,2,1,2,1,1,2,2,2,1,1,1,1477450
2,2,1,2,1,1,1,3,2,3,3,1,1444342
2,2,2,2,1,1,1,2,3,2,2,1,1349050
1,2,1,2,1,2,1,2,1,1,1,1,1445068
2,2,3,2,1,1,1,2,2,2,2,1,1373668
1,4,2,2,1,1,1,2,2,2,1,1,1351117
2,2,1,2,1,2,1,2,1,1,1,1,1452550
2,2,1,2,1,2,1,2,1,2,2,1,1418266
1,2,2,2,1,2,1,3,3,3,3,1,1423456
2,2,2,2,1,1,1,2,1,2,2,1,1471102
2,2,1,2,1,1,1,2,1,1,1,1,1402330
1,2,3,2,1,2,1,2,2,1,2,1,1499836
1,4,3,2,1,1,1,3,3,3,3,1,46952116
1,8,2,2,1,1,1,2,2,2,1,1,1371880
1,8,2,2,1,1,1,2,2,1,1,1,1404031
1,2,1,2,1,1,1,2,3,1,2,1,1491514
1,4,2,2,1,1,1,2,3,3,3,1,1382326
1,8,1,1,1,1,1,2,3,3,3,1,1370527
1,8,3,1,1,1,1,2,3,3,3,1,1375492
2,2,2,2,1,1,1,3,2,2,2,1,1469995
1,4,2,2,1,1,1,3,2,3,3,1,1374988
2,2,1,2,1,1,1,3,2,1,3,1,1508065
2,2,3,2,1,1,1,3,1,2,2,1,1381732
1,4,1,2,1,1,1,3,2,2,3,1,1420636
2,2,3,2,1,1,1,3,1,1,2,1,1505695
2,2,1,2,1,1,1,2,1,1,1,1,1505335
2,2,3,2,1,1,1,2,1,1,1,1,16850530468
2,2,1,2,1,1,1,2,1,1,1,1,1390576
2,2,1,2,1,1,1,2,1,1,1,1,1474672
1,2,3,2,1,2,1,3,3,3,3,1,1419244
1,2,3,2,1,2,1,3,3,3,3,1,1420345
1,4,3,2,1,1,1,2,1,2,2,1,1327276
1,3,1,1,1,1,1,2,2,1,1,1,16866284071
1,2,2,2,1,1,1,2,2,1,1,1,1431628
1,2,3,2,1,1,1,2,3,1,2,1,1446604
2,2,1,2,1,1,1,2,1,2,2,1,1391014
2,2,1,2,1,2,1,3,2,2,2,1,1489996
1,8,3,1,1,1,1,2,2,1,1,1,16810491277
1,2,3,2,1,1,1,3,3,3,3,1,23995608868
1,2,1,2,1,2,1,2,1,1,1,1,1451800
1,8,1,1,1,1,1,2,2,1,1,1,1350187
2,2,2,2,1,1,1,3,2,2,3,1,1505299
1,4,3,2,1,1,1,2,2,2,2,1,46955995
2,2,2,2,1,2,1,3,2,2,3,1,1473562
1,2,2,2,1,1,1,3,1,1,2,1,1472947
1,2,2,2,1,2,1,3,2,2,2,1,1396435
2,2,2,2,1,1,1,2,2,1,1,1,1373680
2,2,1,2,1,1,1,2,1,1,2,1,1509217
2,2,3,2,1,1,1,2,2,2,1,1,1318945
1,8,2,1,1,1,1,2,1,1,1,1,1341025
2,2,2,2,1,1,1,2,3,3,3,1,1372999
1,2,3,2,1,1,1,2,3,2,2,1,1441651
2,2,1,2,1,1,1,2,1,2,2,1,1387165
1,3,2,1,1,1,1,2,3,3,3,1,16836944068
2,2,3,2,1,1,1,2,1,1,1,1,1343941
2,2,2,2,1,1,1,2,3,2,2,1,1440730
2,2,1,2,1,1,1,3,2,3,3,1,1383568
1,4,2,2,1,1,1,2,1,2,1,1,1353820
1,4,3,2,1,1,1,3,2,3,3,1,1308046
2,2,2,2,1,1,1,2,1,1,1,1,1441927
1,4,2,2,1,1,1,3,3,3,3,1,16829019271
1,4,3,2,1,2,1,3,3,3,3,1,16801239274
1,4,2,2,1,1,1,2,2,1,1,1,1330150
1,4,3,2,1,2,1,2,2,2,2,1,46977931
1,2,3,2,1,1,1,3,3,3,3,1,46998052
2,2,2,2,1,2,1,2,2,2,1,1,1387858
1,4,2,2,1,1,1,2,3,2,2,1,1354777
2,2,1,2,1,1,1,3,1,2,2,1,1420063
2,2,1,2,1,1,1,2,1,1,1,1,1495102
1,2,1,2,1,2,1,3,2,3,3,1,1495090
1,4,2,2,1,1,1,2,1,2,2,1,1414960
1,4,2,2,1,1,1,2,3,2,2,1,1318870
2,2,1,2,1,1,1,3,2,1,3,1,1508317
2,2,2,2,1,1,1,3,1,3,2,1,1310125
2,2,3,2,1,2,1,3,2,2,3,1,1428277
1,3,2,1,1,1,1,2,2,1,1,1,16955892868
2,2,2,2,1,1,1,2,1,2,1,1,1368964
2,2,2,2,1,1,1,2,1,1,1,1,1506745
1,2,2,2,1,2,1,2,2,1,2,1,1497802
1,2,2,2,1,1,1,2,1,1,1,1,1423021
2,2,2,2,1,1,2,2,3,1,2,1,1507105
1,8,1,1,1,1,1,2,3,2,2,1,1391008
2,2,1,2,1,1,1,3,1,2,2,1,1385800
1,2,3,2,1,1,1,2,1,2,2,1,1336120
2,2,3,2,1,1,1,2,3,3,2,1,16817777674
1,4,2,2,1,1,1,2,3,2,2,1,1324120
1,2,1,2,1,1,1,3,2,3,3,1,1387759
1,2,3,2,1,1,2,2,1,2,2,1,1372708
2,2,3,2,1,2,1,3,1,3,2,1,1373962
1,2,3,2,1,1,1,2,2,1,1,1,1378861
1,4,3,2,1,2,1,3,3,3,3,1,1407202
2,2,3,2,1,2,1,2,1,2,2,1,1349953
2,1,3,2,1,1,1,2,3,3,2,1,16844177668
1,2,2,2,1,2,1,3,3,3,3,1,47001304
2,4,3,2,1,1,1,2,2,2,1,1,1349959
1,8,1,1,1,1,1,2,3,2,2,1,1327840
2,4,2,2,1,1,1,2,3,2,2,1,1440220
2,2,2,2,1,1,1,2,1,2,2,1,1339648
2,2,2,2,1,1,1,3,2,3,3,1,1394707
1,8,3,1,1,1,1,2,3,3,3,1,1331557
1,2,3,2,1,2,1,2,3,2,2,1,1424065
1,2,1,2,1,2,1,3,3,2,3,1,1510483
2,2,2,2,1,1,1,2,3,3,3,1,16806255271
1,8,1,1,1,1,1,2,1,1,1,1,1337992
1,8,2,1,1,1,1,2,3,2,2,1,1461028
2,2,2,2,1,1,1,2,1,2,2,1,1374361
1,2,1,2,2,1,1,2,1,1,1,1,1464148
2,2,2,2,1,1,1,2,1,2,2,1,1311820
1,4,2,1,1,1,1,2,1,1,1,1,1310044
2,2,3,2,1,1,1,2,3,3,2,1,1355929
2,2,1,2,1,1,1,3,2,3,3,1,1457416
1,4,3,2,1,1,1,2,3,2,2,1,1409086
1,4,2,2,1,1,1,2,1,2,2,1,1393300
2,2,1,2,1,2,1,3,2,2,3,1,1470604
2,2,1,2,1,1,1,3,2,2,2,1,1423027
2,2,1,2,1,1,1,2,1,1,1,1,1415962
1,2,2,2,1,2,1,3,1,3,3,1,1327252
2,2,3,2,1,1,1,3,2,3,3,1,1420399
1,2,2,2,1,2,1,2,3,2,3,1,1456966
2,2,2,2,1,1,1,2,1,1,1,1,1415905
1,4,2,2,1,1,1,2,1,1,1,1,16866478468
2,2,2,2,1,1,1,2,1,2,2,1,1391935
2,2,1,2,1,1,1,2,2,1,1,1,1369981
1,4,3,2,1,2,1,3,3,3,3,1,16801426468
2,2,2,2,1,1,1,2,3,3,3,1,16805832871
1,2,3,2,1,2,1,2,1,1,1,1,1455172
1,2,2,2,1,1,2,2,2,1,1,1,1392832
1,4,2,2,1,2,2,2,3,3,3,1,16806010477
1,8,2,2,1,1,1,3,2,3,3,1,1413157
2,2,3,2,1,2,1,2,1,2,2,1,1384804
2,4,1,2,1,2,1,3,2,3,3,1,1434547
2,2,2,2,1,2,1,3,2,3,3,1,1448284
1,8,2,2,1,1,1,2,1,2,2,1,1370626
1,2,1,2,1,2,1,3,3,3,3,1,1479181
1,4,1,2,1,1,1,2,2,2,2,1,1389283
1,2,3,2,1,1,2,2,3,3,3,1,16846368871
1,2,3,2,1,1,1,2,3,1,2,1,1482160
1,2,2,2,1,2,1,2,2,1,1,1,1406500
1,2,3,2,1,2,1,3,3,3,3,1,47018905
1,2,3,2,1,2,1,2,2,2,1,1,1309612
2,2,3,2,1,1,1,3,2,3,3,1,1465876
1,8,3,1,1,1,1,2,3,3,3,1,16848212071
2,2,2,2,1,2,1,2,3,2,2,1,1428580
2,2,1,2,1,2,1,3,3,3,3,1,1493767
1,2,1,2,1,2,1,2,3,2,3,1,1479304
1,4,3,2,1,1,1,3,2,2,3,1,1475188
2,2,2,2,1,1,1,2,1,2,1,1,1434970
2,2,1,2,1,2,1,3,2,2,3,1,1410931
1,2,3,2,1,2,1,2,1,1,1,1,1485196
2,4,3,2,1,2,1,2,3,1,2,1,1440205
1,4,1,2,1,2,1,2,1,1,2,1,1483195
1,2,1,2,1,1,1,3,2,1,2,1,1507444
2,2,2,2,1,2,1,2,3,2,2,1,1457362
1,8,2,1,1,1,1,2,2,2,1,1,16824644071
1,2,1,2,1,1,1,2,3,3,3,1,16956586474
1,4,3,2,1,1,1,2,1,1,1,1,1389418
2,2,1,2,1,1,1,2,1,1,1,1,1508104
1,4,3,2,1,1,1,2,2,2,2,1,1381552
1,2,2,2,1,1,2,2,2,2,2,1,1336354
2,2,2,2,1,1,1,3,3,3,3,1,21629588068
2,2,1,2,1,2,1,2,1,1,2,1,1486915
1,4,2,2,1,1,1,2,1,1,1,1,1408396
1,8,3,1,1,1,1,2,2,2,2,1,1376332
1,2,1,2,1,2,1,2,1,1,1,1,47017168
1,2,1,2,1,1,1,2,1,1,2,1,1423252
1,3,3,1,1,2,1,2,3,2,2,1,1393804
1,8,3,2,2,1,1,2,2,1,1,1,1370011
2,3,2,2,1,1,1,2,1,2,1,1,1361344
2,2,3,2,1,1,1,2,2,1,1,1,1342018
2,2,1,2,1,2,1,3,2,2,3,1,1494028
1,8,2,1,1,1,1,2,1,2,1,1,1337683
2,2,1,2,1,1,1,2,1,1,1,1,1415455
1,3,1,1,1,1,1,2,1,1,1,1,1405381
1,4,3,2,1,1,1,2,2,2,1,1,21628299268
2,8,1,2,1,1,1,2,1,1,1,1,1421488
2,2,1,2,1,1,1,3,1,2,2,1,1466392
2,2,3,2,1,1,1,2,2,1,1,1,1322353
1,2,3,2,1,2,1,3,2,3,3,1,1311772
1,2,1,2,1,1,1,3,2,2,3,1,1422190
2,2,3,2,1,1,1,3,2,3,3,1,1434511
1,4,2,2,1,2,1,3,3,3,3,1,1411558
1,4,3,2,1,1,1,2,2,2,2,1,16845596071
1,8,1,1,1,1,1,3,1,2,2,1,1383376
2,2,3,2,1,2,1,2,3,3,3,1,16932610474
1,4,1,2,1,1,1,2,1,2,1,1,1384048
1,2,1,2,1,1,1,2,1,1,1,1,1469656
1,4,3,2,1,2,1,2,2,1,1,1,1350100
2,2,3,2,1,1,2,3,1,3,2,1,1324180
1,3,3,1,1,2,1,3,2,2,2,1,1476271
1,2,1,2,1,1,1,2,1,2,2,1,1397881
1,2,2,2,2,1,2,3,3,3,3,1,21644031268
1,4,3,2,1,1,1,3,2,3,3,1,1342528
1,4,2,2,1,1,1,3,2,3,3,1,1368418
1,2,2,2,1,1,1,3,2,2,3,1,1494724
2,4,3,2,1,1,1,2,2,1,1,1,1393558
1,4,2,2,1,1,1,2,2,2,2,1,1352944
1,8,2,1,1,1,1,2,2,2,1,1,1309516
1,4,1,2,1,1,1,3,1,2,2,1,1385146
2,2,3,2,1,2,1,3,3,3,3,1,1494049
1,2,3,2,1,1,1,2,1,2,1,1,1338079
1,4,3,2,1,1,1,3,2,3,3,1,1413982
2,2,2,2,1,1,1,2,1,2,1,1,1339072
1,4,2,2,1,1,1,2,3,2,2,1,1324318
1,8,3,1,1,1,1,2,3,3,3,1,16921042468
2,2,3,2,1,1,1,2,2,1,1,1,1407892
1,4,3,2,1,1,1,2,2,1,1,1,21614537668
1,4,3,2,1,1,1,3,3,3,3,1,1368202
2,2,2,2,1,1,1,2,2,2,1,1,1324060
2,2,2,2,1,1,1,2,1,1,2,1,1423330
2,2,3,2,1,1,1,3,2,3,3,1,1468036
1,2,3,2,1,1,2,2,1,1,1,1,1399030
2,2,3,2,1,2,1,3,3,3,3,1,16876306468
2,2,1,2,1,1,1,3,1,2,2,1,1467361
1,3,2,1,1,1,1,2,2,1,1,1,1353100
2,2,1,2,1,1,1,3,2,2,2,1,1472287
2,2,3,2,1,1,1,2,2,2,2,1,16823225671
1,4,2,2,1,1,1,2,2,1,1,1,1434160
1,3,2,1,1,1,1,2,1,1,1,1,1337917
1,3,2,1,1,1,1,2,2,1,1,1,1421122
2,4,3,2,1,1,1,2,3,2,2,1,16806084868
1,2,3,2,1,2,1,3,3,3,3,1,21634085668
1,8,2,1,1,1,1,2,1,1,1,1,16877079274
2,8,3,1,1,1,1,3,2,3,3,1,1311424
1,8,2,1,1,1,1,2,2,1,1,1,16920987274
2,2,1,2,1,1,1,2,1,1,1,1,1507042
2,2,3,2,1,1,1,2,1,1,1,1,1440076
1,2,2,2,1,2,1,2,2,2,1,1,1337653
2,4,2,2,1,1,1,3,2,2,3,1,1473856
1,8,2,2,1,1,1,2,2,2,2,1,1403668
2,2,3,2,1,2,1,2,1,1,1,1,1510780
1,3,1,1,1,1,1,2,2,2,2,1,1392892
2,8,3,1,1,1,1,2,3,3,2,1,16804433668
1,8,2,1,1,2,1,3,3,3,3,1,16835940871
2,2,1,2,1,2,1,2,2,1,2,1,1451548
1,2,1,2,1,1,1,3,2,2,2,1,1471090
1,2,3,2,1,1,1,2,3,3,3,1,16836656068
1,2,1,2,1,1,1,3,3,3,3,1,1469464
2,2,2,2,1,1,1,2,2,1,1,1,1451038
2,2,3,2,1,1,1,2,2,1,1,1,1427818
2,2,1,2,1,1,1,3,1,2,2,1,1422913
1,2,2,2,1,2,1,3,1,3,3,1,1311364
2,2,1,2,1,1,1,2,2,2,2,1,1378183
2,2,2,2,1,2,1,2,1,2,2,1,1402288
2,2,2,2,1,1,1,2,1,2,1,1,1315948
1,4,3,2,1,1,1,2,2,2,2,1,21625275268
1,2,2,2,1,1,1,2,1,1,1,1,1379137
1,4,2,2,1,1,1,3,2,3,2,1,1376161
1,2,1,2,2,1,1,3,3,3,3,1,16959490471
2,2,2,2,1,1,1,2,1,1,1,1,1434691
1,4,3,2,1,1,1,2,1,2,1,1,1311544
1,2,3,2,1,1,1,3,3,3,3,1,1342528
2,2,1,2,1,2,1,3,3,3,3,1,1438132
2,2,3,2,1,1,1,2,1,1,1,1,1336600
2,2,2,2,1,1,1,3,1,1,2,1,1482673
1,2,1,2,1,1,1,2,2,1,1,1,1389232
1,2,1,2,1,2,1,3,1,2,2,1,1454959
2,2,1,2,1,2,1,2,1,1,1,1,1424656
1,4,2,2,1,1,1,2,2,2,2,1,46958377
2,4,1,2,1,1,1,2,2,1,1,1,1482298
1,2,1,2,1,1,1,3,2,2,2,1,1416892
1,4,2,2,1,1,1,2,2,2,2,1,21635936068
1,2,3,2,1,2,1,3,3,3,3,1,47007895
2,4,3,2,1,2,1,3,2,3,3,1,1382404
2,2,3,2,1,2,1,3,3,3,3,1,47003347
1,2,3,2,1,1,1,2,1,1,1,1,1388824
2,2,3,2,1,2,1,2,1,2,2,1,1385539
2,2,1,2,1,1,1,2,1,1,2,1,1492960
2,2,2,2,1,1,1,3,2,3,2,1,1380706
1,4,3,2,1,1,1,2,3,3,3,1,1395847
1,2,2,2,1,1,1,2,2,2,1,1,1372774
1,2,2,2,1,1,1,2,3,2,2,1,1373620
1,2,2,2,1,1,1,2,3,2,2,1,1378102
1,4,2,2,1,1,1,2,2,2,2,1,1373056
2,2,2,2,1,1,1,3,1,2,2,1,1376356
1,2,2,2,1,1,1,2,3,3,3,1,1368439
1,4,2,2,1,1,1,2,1,2,2,1,1375912
2,8,1,2,1,1,1,2,1,1,1,1,1408180
2,2,2,2,1,1,1,2,1,1,2,1,1473907
1,8,2,1,1,1,1,2,1,1,1,1,16884927271
2,2,1,2,1,1,1,3,1,2,2,1,1380610
2,2,3,2,1,1,1,3,2,3,3,1,1368031
1,3,3,1,1,1,1,2,2,2,1,1,1307137
1,8,1,1,1,1,1,2,3,2,2,1,1390963
1,8,3,1,1,1,1,2,1,2,2,1,1353814
1,2,3,2,1,2,1,2,2,2,2,1,1370272
2,2,3,2,1,2,1,2,1,1,1,1,1401865
2,2,1,2,1,1,1,2,1,2,2,1,1423822
1,2,2,2,1,1,1,3,1,2,2,1,1369648
1,2,3,2,1,1,1,2,2,1,1,1,1492216
2,2,3,2,1,1,1,2,1,2,1,1,1311541
1,2,2,2,1,1,1,3,2,3,3,1,1353460
1,8,3,1,1,1,1,2,3,3,3,1,1359328
1,4,3,2,1,1,1,3,1,2,2,1,1383349
1,2,2,2,1,1,1,2,3,2,2,1,1400164
1,4,2,2,1,1,1,2,3,2,2,1,1351645
2,2,1,2,1,1,1,3,2,2,3,1,1421743
2,2,3,2,1,1,1,3,1,2,2,1,1368370
2,2,3,2,1,1,1,2,1,1,1,1,1497721
1,2,1,2,1,1,1,2,1,1,1,1,1463035
1,8,2,2,1,1,1,3,2,3,3,1,1322956
1,8,3,2,1,1,1,2,2,2,2,1,1353910
1,4,2,2,1,1,1,2,1,1,1,1,1373608
1,2,3,2,1,2,1,3,3,3,3,1,46952638
1,2,1,2,1,1,1,2,3,1,2,1,1477963
2,2,3,2,1,2,1,2,1,2,2,1,1461268
2,2,2,2,1,1,1,3,1,1,2,1,1472200
1,8,1,1,1,1,1,2,2,2,2,1,1357096
2,2,3,2,1,1,1,3,3,3,3,1,1439656
2,2,1,2,1,1,1,3,2,2,2,1,1467841
1,4,2,2,1,1,1,2,2,2,2,1,1369786
1,8,1,1,1,1,1,2,1,1,1,1,1415674
2,2,1,2,1,1,1,3,2,3,3,1,47009887
2,2,3,2,1,2,1,2,1,1,1,1,1385497
2,2,2,2,1,1,1,2,1,1,1,1,1338676
2,2,1,2,1,2,1,2,1,1,1,1,16866708868
1,2,3,2,1,1,1,2,2,1,1,1,16805508874
1,4,2,2,1,1,1,2,3,1,2,1,1448956
1,2,1,2,1,1,2,3,3,2,3,1,1511686
1,8,2,1,1,1,1,2,3,3,3,1,1351888
1,4,1,2,1,1,1,2,2,2,2,1,1394191
2,2,2,2,1,1,1,3,3,3,3,1,16844242468
1,4,2,2,1,2,1,3,2,2,3,1,1420144
2,2,3,2,1,1,1,2,1,1,1,1,1341553
2,1,2,2,1,1,1,2,2,2,2,1,1343236
2,2,3,2,1,1,1,2,1,1,1,1,1388563
1,8,2,1,1,1,1,2,1,2,2,1,1492510
1,4,3,2,1,2,1,2,1,1,1,1,1491253
